Barcodename	Run	Country	Site_old	Site	Species	Processingdays	Fraction	Sampletype	Replicate	Experiment	Soiltype	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	included	latitude	longitude	bac_obs	fun_obs
spa3.RP.3P.XXX.Y3	B5-63	13	Spain	Spa3	SP3	At	1	RP	Pooled	3	Third	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	263	54
spa3.RP.3S.XXX.Y1	B5-28	1	Spain	Spa3	SP3	At	4	RP	Single	3	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	110	0
spa3.RP.4P.XXX.Y1	B5-33 	1	Spain	Spa3	SP3	At	4	RP	Pooled	4	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	260	77
spa3.RP.4P.XXX.Y2	B5-63	9	Spain	Spa3	SP3	At	1	RP	Pooled	4	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	210	0
spa3.RP.4S.XXX.Y1	B5-29 	1	Spain	Spa3	SP3	At	4	RP	Single	4	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	212	0
spa3.RP.N1.XXX.Y1	B5-40	1	Spain	Spa3	SP3	Neighbor	4	RP	Neighbor	1	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	318	194
spa3.RP.N1.XXX.Y2	B5-64	9	Spain	Spa3	SP3	Neighbor	1	RP	Neighbor	1	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	0	65
spa3.RP.N2.XXX.Y1	B5-41	1	Spain	Spa3	SP3	Neighbor	4	RP	Neighbor	2	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	299	189
spa3.RP.N3.XXX.Y1	B5-36 	1	Spain	Spa3	SP3	Neighbor	4	RP	Neighbor	3	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	328	112
spa3.RS.1P.XXX.Y1	B5-12 	1	Spain	Spa3	SP3	At	4	RS	Pooled	1	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	431	206
spa3.RS.1P.XXX.Y2	B5-69	9	Spain	Spa3	SP3	At	1	RS	Pooled	1	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	0	257
spa3.RS.1P.XXX.Y3	B5-52	13	Spain	Spa3	SP3	At	2	RS	Pooled	1	Third	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	440	224
spa3.RS.1S.XXX.Y1	B5-8	1	Spain	Spa3	SP3	At	4	RS	Single	1	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	439	201
spa3.RS.2P.XXX.Y1	B5-13 	1	Spain	Spa3	SP3	At	4	RS	Pooled	2	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	407	313
spa3.RS.2P.XXX.Y2	B5-70	9	Spain	Spa3	SP3	At	1	RS	Pooled	2	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	435	209
spa3.RS.2P.XXX.Y3	B5-53	13	Spain	Spa3	SP3	At	1	RS	Pooled	2	Third	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	387	159
spa3.RS.2S.XXX.Y1	B5-9 	1	Spain	Spa3	SP3	At	4	RS	Single	2	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	462	253
spa3.RS.3P.XXX.Y1	B5-14 	1	Spain	Spa3	SP3	At	4	RS	Pooled	3	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	400	250
spa3.RS.3P.XXX.Y2	B5-71	9	Spain	Spa3	SP3	At	1	RS	Pooled	3	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	419	238
spa3.RS.3P.XXX.Y3	B5-54	13	Spain	Spa3	SP3	At	1	RS	Pooled	3	Third	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	404	175
spa3.RS.3S.XXX.Y1	B5-10	1	Spain	Spa3	SP3	At	4	RS	Single	3	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	402	90
spa3.RS.4P.XXX.Y1	B5-15 	1	Spain	Spa3	SP3	At	4	RS	Pooled	4	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	421	243
spa3.RS.4P.XXX.Y2	B5-72	9	Spain	Spa3	SP3	At	1	RS	Pooled	4	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	440	269
spa3.RS.4S.XXX.Y1	B5-11	1	Spain	Spa3	SP3	At	4	RS	Single	4	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	362	187
spa3.RS.N1.XXX.Y1	B5-42	1	Spain	Spa3	SP3	Neighbor	4	RS	Neighbor	1	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	439	359
spa3.RS.N1.XXX.Y2	B5-73	9	Spain	Spa3	SP3	Neighbor	1	RS	Neighbor	1	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	403	209
spa3.RS.N2.XXX.Y1	B5-43	1	Spain	Spa3	SP3	Neighbor	4	RS	Neighbor	2	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	386	304
spa3.RS.N3.XXX.Y1	B5-16 	1	Spain	Spa3	SP3	Neighbor	4	RS	Neighbor	3	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	410	206
spa3.Soil.1P.XXX.Y1	B5-5 	1	Spain	Spa3	SP3	At	4	Soil	Pooled	1	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	436	197
spa3.Soil.1P.XXX.Y2	B5-7	9	Spain	Spa3	SP3	At	1	Soil	Pooled	1	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	370	112
spa3.Soil.1P.XXX.Y3	B5-43	13	Spain	Spa3	SP3	At	2	Soil	Pooled	1	Third	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	466	243
spa3.Soil.1S.XXX.Y1	B5-1	1	Spain	Spa3	SP3	At	4	Soil	Single	1	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	417	208
spa3.Soil.2P.XXX.Y1	B5-6 	1	Spain	Spa3	SP3	At	4	Soil	Pooled	2	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	423	230
spa3.Soil.2P.XXX.Y2	B5-8	9	Spain	Spa3	SP3	At	1	Soil	Pooled	2	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	446	166
spa3.Soil.2P.XXX.Y3	B5-44	13	Spain	Spa3	SP3	At	1	Soil	Pooled	2	Third	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	400	128
spa3.Soil.2S.XXX.Y1	B5-2 	1	Spain	Spa3	SP3	At	4	Soil	Single	2	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	397	244
spa3.Soil.3P.XXX.Y1	B5-25 	1	Spain	Spa3	SP3	At	4	Soil	Pooled	3	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	302	206
spa3.Soil.3P.XXX.Y2	B5-9	9	Spain	Spa3	SP3	At	1	Soil	Pooled	3	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	268	35
spa3.Soil.3P.XXX.Y3	B5-45	13	Spain	Spa3	SP3	At	1	Soil	Pooled	3	Third	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	420	163
spa3.Soil.3S.XXX.Y1	B5-3 	1	Spain	Spa3	SP3	At	4	Soil	Single	3	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	400	143
spa3.Soil.4P.XXX.Y1	B5-7 	1	Spain	Spa3	SP3	At	4	Soil	Pooled	4	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	423	202
spa3.Soil.4P.XXX.Y2	B5-25	9	Spain	Spa3	SP3	At	1	Soil	Pooled	4	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	447	218
spa3.Soil.4S.XXX.Y1	B5-4	1	Spain	Spa3	SP3	At	4	Soil	Single	4	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	422	184
spa3.Soil.N1.XXX.Y1	B5-37	1	Spain	Spa3	SP3	Neighbor	4	Soil	Neighbor	1	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	380	228
spa3.Soil.N1.XXX.Y2	B5-26	9	Spain	Spa3	SP3	Neighbor	1	Soil	Neighbor	1	Second	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	467	234
spa3.Soil.N2.XXX.Y1	B5-38 	1	Spain	Spa3	SP3	Neighbor	4	Soil	Neighbor	2	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	421	319
spa3.Soil.N3.XXX.Y1	B5-39	1	Spain	Spa3	SP3	Neighbor	4	Soil	Neighbor	3	First	Sand	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	yes	41.79275	-3.10814	396	180
swe1.Root.1P.XXX.Y1	B5-38	7	Sweden	Swe1	SW1	At	3	Root	Pooled	1	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	43	79
swe1.Root.1P.XXX.Y2	B5-73	11	Sweden	Swe1	SW1	At	1	Root	Pooled	1	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	132	48
swe1.Root.1P.XXX.Y3	B5-73	13	Sweden	Swe1	SW1	At	1	Root	Pooled	1	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	167	41
swe1.Root.1S.XXX.Y1	B5-34	7	Sweden	Swe1	SW1	At	3	Root	Single	1	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	29	182
swe1.Root.2P.XXX.Y1	B5-39	7	Sweden	Swe1	SW1	At	3	Root	Pooled	2	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	111	118
swe1.Root.2P.XXX.Y2	B5-74	11	Sweden	Swe1	SW1	At	1	Root	Pooled	2	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	109	41
swe1.Root.2P.XXX.Y3	B5-74	13	Sweden	Swe1	SW1	At	1	Root	Pooled	2	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	263	0
swe1.Root.2S.XXX.Y1	B5-35	7	Sweden	Swe1	SW1	At	3	Root	Single	2	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	114	114
swe1.Root.3P.XXX.Y1	B5-40	7	Sweden	Swe1	SW1	At	3	Root	Pooled	3	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	98	119
swe1.Root.3P.XXX.Y2	B5-75	11	Sweden	Swe1	SW1	At	1	Root	Pooled	3	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	172	29
swe1.Root.3P.XXX.Y3	B5-75	13	Sweden	Swe1	SW1	At	1	Root	Pooled	3	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	107	38
swe1.Root.3S.XXX.Y1	B5-36	7	Sweden	Swe1	SW1	At	3	Root	Single	3	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	0	29
swe1.Root.4P.XXX.Y1	B5-41	7	Sweden	Swe1	SW1	At	3	Root	Pooled	4	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	209	58
swe1.Root.4P.XXX.Y3	B5-76	13	Sweden	Swe1	SW1	At	1	Root	Pooled	4	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	107	25
swe1.Root.4S.XXX.Y1	B5-37	7	Sweden	Swe1	SW1	At	3	Root	Single	4	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	139	143
swe1.Root.N1.XXX.Y1	B5-42	7	Sweden	Swe1	SW1	Neighbor	3	Root	Neighbor	1	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	107	52
swe1.Root.N1.XXX.Y2	B5-76	11	Sweden	Swe1	SW1	Neighbor	1	Root	Neighbor	1	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	179	23
swe1.Root.N2.XXX.Y1	B5-43	7	Sweden	Swe1	SW1	Neighbor	3	Root	Neighbor	2	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	71	68
swe1.Root.N3.XXX.Y1	B5-44	7	Sweden	Swe1	SW1	Neighbor	3	Root	Neighbor	3	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	157	0
swe1.RP.1P.XXX.Y1	B5-16	7	Sweden	Swe1	SW1	At	3	RP	Pooled	1	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	241	146
swe1.RP.1P.XXX.Y2	B5-65	11	Sweden	Swe1	SW1	At	1	RP	Pooled	1	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	279	130
swe1.RP.1P.XXX.Y3	B5-64	13	Sweden	Swe1	SW1	At	1	RP	Pooled	1	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	367	105
swe1.RP.1S.XXX.Y1	B5-12	7	Sweden	Swe1	SW1	At	3	RP	Single	1	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	0	0
swe1.RP.2P.XXX.Y1	B5-17	7	Sweden	Swe1	SW1	At	3	RP	Pooled	2	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	195	106
swe1.RP.2P.XXX.Y2	B5-66	11	Sweden	Swe1	SW1	At	1	RP	Pooled	2	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	153	55
swe1.RP.2P.XXX.Y3	B5-65	13	Sweden	Swe1	SW1	At	1	RP	Pooled	2	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	377	0
swe1.RP.2S.XXX.Y1	B5-13	7	Sweden	Swe1	SW1	At	3	RP	Single	2	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	174	129
swe1.RP.3P.XXX.Y1	B5-18	7	Sweden	Swe1	SW1	At	3	RP	Pooled	3	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	250	138
swe1.RP.3P.XXX.Y2	B5-67	11	Sweden	Swe1	SW1	At	1	RP	Pooled	3	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	264	127
swe1.RP.3P.XXX.Y3	B5-66	13	Sweden	Swe1	SW1	At	1	RP	Pooled	3	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	222	0
swe1.RP.3S.XXX.Y1	B5-14	7	Sweden	Swe1	SW1	At	3	RP	Single	3	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	0	0
swe1.RP.4P.XXX.Y1	B5-19	7	Sweden	Swe1	SW1	At	3	RP	Pooled	4	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	220	123
swe1.RP.4P.XXX.Y3	B5-67	13	Sweden	Swe1	SW1	At	1	RP	Pooled	4	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	327	134
swe1.RP.4S.XXX.Y1	B5-15	7	Sweden	Swe1	SW1	At	3	RP	Single	4	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	0	127
swe1.RP.N1.XXX.Y1	B5-20	7	Sweden	Swe1	SW1	Neighbor	3	RP	Neighbor	1	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	338	152
swe1.RP.N1.XXX.Y2	B5-68	11	Sweden	Swe1	SW1	Neighbor	1	RP	Neighbor	1	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	339	98
swe1.RP.N2.XXX.Y1	B5-21	7	Sweden	Swe1	SW1	Neighbor	3	RP	Neighbor	2	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	312	123
swe1.RP.N3.XXX.Y1	B5-22	7	Sweden	Swe1	SW1	Neighbor	3	RP	Neighbor	3	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	0	180
swe1.RS.1P.XXX.Y1	B5-27	7	Sweden	Swe1	SW1	At	3	RS	Pooled	1	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	400	252
swe1.RS.1P.XXX.Y2	B5-69	11	Sweden	Swe1	SW1	At	1	RS	Pooled	1	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	393	156
swe1.RS.1P.XXX.Y3	B5-55	13	Sweden	Swe1	SW1	At	1	RS	Pooled	1	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	385	197
swe1.RS.1S.XXX.Y1	B5-23	7	Sweden	Swe1	SW1	At	3	RS	Single	1	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	421	246
swe1.RS.2P.XXX.Y1	B5-28	7	Sweden	Swe1	SW1	At	3	RS	Pooled	2	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	403	269
swe1.RS.2P.XXX.Y2	B5-70	11	Sweden	Swe1	SW1	At	1	RS	Pooled	2	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	355	151
swe1.RS.2P.XXX.Y3	B5-56	13	Sweden	Swe1	SW1	At	1	RS	Pooled	2	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	369	0
swe1.RS.2S.XXX.Y1	B5-24	7	Sweden	Swe1	SW1	At	3	RS	Single	2	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	378	177
swe1.RS.3P.XXX.Y1	B5-29	7	Sweden	Swe1	SW1	At	3	RS	Pooled	3	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	421	239
swe1.RS.3P.XXX.Y2	B5-71	11	Sweden	Swe1	SW1	At	1	RS	Pooled	3	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	270	120
swe1.RS.3P.XXX.Y3	B5-57	13	Sweden	Swe1	SW1	At	1	RS	Pooled	3	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	415	182
swe1.RS.3S.XXX.Y1	B5-25	7	Sweden	Swe1	SW1	At	3	RS	Single	3	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	331	246
swe1.RS.4P.XXX.Y1	B5-30	7	Sweden	Swe1	SW1	At	3	RS	Pooled	4	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	387	277
swe1.RS.4P.XXX.Y3	B5-58	13	Sweden	Swe1	SW1	At	1	RS	Pooled	4	Third	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	395	124
swe1.RS.4S.XXX.Y1	B5-26	7	Sweden	Swe1	SW1	At	3	RS	Single	4	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	331	235
swe1.RS.N1.XXX.Y1	B5-31	7	Sweden	Swe1	SW1	Neighbor	3	RS	Neighbor	1	First	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	374	227
swe1.RS.N1.XXX.Y2	B5-72	11	Sweden	Swe1	SW1	Neighbor	1	RS	Neighbor	1	Second	Siltysand	5.6	22.2	1.1	39	21.1	8.4	7.1	211.2	1024	164.8	0	34	1.7	337	7.6	80.38	yes	59.260877	17.1351	399	115
