	Site	Species	Fraction	Sampletype	Experiment	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	latitude	longitude
spa1.Soil.4S.V5.Y1	SP1	At	Soil	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.N1.V5.Y1	SP1	Neighbor	Soil	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.N1.V5.Y2	SP1	Neighbor	Soil	Neighbor	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.N2.V5.Y1	SP1	Neighbor	Soil	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.N3.V5.Y1	SP1	Neighbor	Soil	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa2.Root.1P.V5.Y1	SP2	At	Root	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.1P.V5.Y2	SP2	At	Root	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.1P.V5.Y3	SP2	At	Root	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.1S.V5.Y1	SP2	At	Root	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.2P.V5.Y1	SP2	At	Root	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.2P.V5.Y2	SP2	At	Root	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.2P.V5.Y3	SP2	At	Root	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.2S.V5.Y1	SP2	At	Root	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.3P.V5.Y1	SP2	At	Root	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.3P.V5.Y2	SP2	At	Root	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.3P.V5.Y3	SP2	At	Root	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.3S.V5.Y1	SP2	At	Root	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.4P.V5.Y1	SP2	At	Root	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.4P.V5.Y2	SP2	At	Root	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.4P.V5.Y3	SP2	At	Root	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.4S.V5.Y1	SP2	At	Root	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.N1.V5.Y1	SP2	Neighbor	Root	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.N1.V5.Y2	SP2	Neighbor	Root	Neighbor	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.N2.V5.Y1	SP2	Neighbor	Root	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Root.N3.V5.Y1	SP2	Neighbor	Root	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.1P.V5.Y1	SP2	At	RP	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.1P.V5.Y2	SP2	At	RP	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.1P.V5.Y3	SP2	At	RP	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.1S.V5.Y1	SP2	At	RP	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.2P.V5.Y1	SP2	At	RP	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.2P.V5.Y2	SP2	At	RP	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.2P.V5.Y3	SP2	At	RP	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.2S.V5.Y1	SP2	At	RP	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.3P.V5.Y1	SP2	At	RP	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.3P.V5.Y2	SP2	At	RP	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.3P.V5.Y3	SP2	At	RP	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.3S.V5.Y1	SP2	At	RP	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.4P.V5.Y1	SP2	At	RP	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.4P.V5.Y2	SP2	At	RP	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.4P.V5.Y3	SP2	At	RP	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.4S.V5.Y1	SP2	At	RP	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.N1.V5.Y1	SP2	Neighbor	RP	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.N1.V5.Y2	SP2	Neighbor	RP	Neighbor	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.N2.V5.Y1	SP2	Neighbor	RP	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RP.N3.V5.Y1	SP2	Neighbor	RP	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.1P.V5.Y1	SP2	At	RS	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.1P.V5.Y2	SP2	At	RS	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.1P.V5.Y3	SP2	At	RS	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.1S.V5.Y1	SP2	At	RS	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.2P.V5.Y1	SP2	At	RS	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.2P.V5.Y2	SP2	At	RS	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.2P.V5.Y3	SP2	At	RS	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.2S.V5.Y1	SP2	At	RS	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.3P.V5.Y1	SP2	At	RS	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.3P.V5.Y2	SP2	At	RS	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.3P.V5.Y3	SP2	At	RS	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.3S.V5.Y1	SP2	At	RS	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.4P.V5.Y1	SP2	At	RS	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.4P.V5.Y2	SP2	At	RS	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.4P.V5.Y3	SP2	At	RS	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.4S.V5.Y1	SP2	At	RS	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.N1.V5.Y1	SP2	Neighbor	RS	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.N1.V5.Y2	SP2	Neighbor	RS	Neighbor	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.N2.V5.Y1	SP2	Neighbor	RS	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.RS.N3.V5.Y1	SP2	Neighbor	RS	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.1P.V5.Y1	SP2	At	Soil	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.1P.V5.Y2	SP2	At	Soil	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.1P.V5.Y3	SP2	At	Soil	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.1S.V5.Y1	SP2	At	Soil	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.2P.V5.Y1	SP2	At	Soil	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.2P.V5.Y2	SP2	At	Soil	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.2P.V5.Y3	SP2	At	Soil	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.2S.V5.Y1	SP2	At	Soil	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.3P.V5.Y1	SP2	At	Soil	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.3P.V5.Y2	SP2	At	Soil	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.3P.V5.Y3	SP2	At	Soil	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.3S.V5.Y1	SP2	At	Soil	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.4P.V5.Y1	SP2	At	Soil	Pooled	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.4P.V5.Y2	SP2	At	Soil	Pooled	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.4P.V5.Y3	SP2	At	Soil	Pooled	Third	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.4S.V5.Y1	SP2	At	Soil	Single	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.N1.V5.Y1	SP2	Neighbor	Soil	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.N1.V5.Y2	SP2	Neighbor	Soil	Neighbor	Second	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.N2.V5.Y1	SP2	Neighbor	Soil	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa2.Soil.N3.V5.Y1	SP2	Neighbor	Soil	Neighbor	First	7.5	3	0.8	6	79.7	4.6	15	8.7	3766	47.5	0	19	0.4	29	13.1	67.4	41.21372	-4.54556
spa3.Root.1P.V5.Y1	SP3	At	Root	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.1P.V5.Y2	SP3	At	Root	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.1P.V5.Y3	SP3	At	Root	Pooled	Third	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.1S.V5.Y1	SP3	At	Root	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.2P.V5.Y1	SP3	At	Root	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.2P.V5.Y2	SP3	At	Root	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.2P.V5.Y3	SP3	At	Root	Pooled	Third	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.2S.V5.Y1	SP3	At	Root	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.3P.V5.Y1	SP3	At	Root	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.3P.V5.Y2	SP3	At	Root	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.3P.V5.Y3	SP3	At	Root	Pooled	Third	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.3S.V5.Y1	SP3	At	Root	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.4P.V5.Y1	SP3	At	Root	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.4P.V5.Y2	SP3	At	Root	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.4S.V5.Y1	SP3	At	Root	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.N1.V5.Y1	SP3	Neighbor	Root	Neighbor	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.N1.V5.Y2	SP3	Neighbor	Root	Neighbor	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.N2.V5.Y1	SP3	Neighbor	Root	Neighbor	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.Root.N3.V5.Y1	SP3	Neighbor	Root	Neighbor	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.1P.V5.Y1	SP3	At	RP	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.1P.V5.Y2	SP3	At	RP	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.1P.V5.Y3	SP3	At	RP	Pooled	Third	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.1S.V5.Y1	SP3	At	RP	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.2P.V5.Y1	SP3	At	RP	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.2P.V5.Y2	SP3	At	RP	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.2P.V5.Y3	SP3	At	RP	Pooled	Third	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.2S.V5.Y1	SP3	At	RP	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.3P.V5.Y1	SP3	At	RP	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.3P.V5.Y2	SP3	At	RP	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.3P.V5.Y3	SP3	At	RP	Pooled	Third	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.3S.V5.Y1	SP3	At	RP	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.4P.V5.Y1	SP3	At	RP	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.4P.V5.Y2	SP3	At	RP	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.4S.V5.Y1	SP3	At	RP	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.N1.V5.Y1	SP3	Neighbor	RP	Neighbor	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.N1.V5.Y2	SP3	Neighbor	RP	Neighbor	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.N2.V5.Y1	SP3	Neighbor	RP	Neighbor	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RP.N3.V5.Y1	SP3	Neighbor	RP	Neighbor	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.1P.V5.Y1	SP3	At	RS	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.1P.V5.Y2	SP3	At	RS	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.1P.V5.Y3	SP3	At	RS	Pooled	Third	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.1S.V5.Y1	SP3	At	RS	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.2P.V5.Y1	SP3	At	RS	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.2P.V5.Y2	SP3	At	RS	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.2P.V5.Y3	SP3	At	RS	Pooled	Third	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.2S.V5.Y1	SP3	At	RS	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.3P.V5.Y1	SP3	At	RS	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.3P.V5.Y2	SP3	At	RS	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.3P.V5.Y3	SP3	At	RS	Pooled	Third	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.3S.V5.Y1	SP3	At	RS	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.4P.V5.Y1	SP3	At	RS	Pooled	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.4P.V5.Y2	SP3	At	RS	Pooled	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.4S.V5.Y1	SP3	At	RS	Single	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.N1.V5.Y1	SP3	Neighbor	RS	Neighbor	First	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
spa3.RS.N1.V5.Y2	SP3	Neighbor	RS	Neighbor	Second	7.5	4.2	0	6.7	82.1	2.4	20.2	13.6	4347	47.5	0.3	54	1.2	96	12.8	68.8	41.79275	-3.10814
