	Site	Species	Fraction	Sampletype	Experiment	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	latitude	longitude
tou1.RS.N2.V5.Y1	FR1	Neighbor	RS	Neighbor	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.RS.N3.V5.Y1	FR1	Neighbor	RS	Neighbor	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.1P.V5.Y1	FR1	At	Soil	Pooled	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.1P.V5.Y2	FR1	At	Soil	Pooled	Second	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.1P.V5.Y3	FR1	At	Soil	Pooled	Third	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.1S.V5.Y1	FR1	At	Soil	Single	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.2P.V5.Y1	FR1	At	Soil	Pooled	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.2P.V5.Y2	FR1	At	Soil	Pooled	Second	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.2P.V5.Y3	FR1	At	Soil	Pooled	Third	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.2S.V5.Y1	FR1	At	Soil	Single	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.3P.V5.Y1	FR1	At	Soil	Pooled	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.3P.V5.Y2	FR1	At	Soil	Pooled	Second	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.3P.V5.Y3	FR1	At	Soil	Pooled	Third	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.3S.V5.Y1	FR1	At	Soil	Single	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.4P.V5.Y1	FR1	At	Soil	Pooled	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.4P.V5.Y2	FR1	At	Soil	Pooled	Second	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.4P.V5.Y3	FR1	At	Soil	Pooled	Third	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.4S.V5.Y1	FR1	At	Soil	Single	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.N1.V5.Y1	FR1	Neighbor	Soil	Neighbor	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.N1.V5.Y2	FR1	Neighbor	Soil	Neighbor	Second	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.N2.V5.Y1	FR1	Neighbor	Soil	Neighbor	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou1.Soil.N3.V5.Y1	FR1	Neighbor	Soil	Neighbor	First	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	43.5649	1.6519
tou2.Root.1P.V5.Y1	FR2	At	Root	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.1P.V5.Y2	FR2	At	Root	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.1S.V5.Y1	FR2	At	Root	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.2P.V5.Y1	FR2	At	Root	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.2P.V5.Y2	FR2	At	Root	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.2S.V5.Y1	FR2	At	Root	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.3P.V5.Y1	FR2	At	Root	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.3P.V5.Y2	FR2	At	Root	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.3S.V5.Y1	FR2	At	Root	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.4P.V5.Y1	FR2	At	Root	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.4P.V5.Y2	FR2	At	Root	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.4S.V5.Y1	FR2	At	Root	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.N1.V5.Y1	FR2	Neighbor	Root	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.N1.V5.Y2	FR2	Neighbor	Root	Neighbor	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.N2.V5.Y1	FR2	Neighbor	Root	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Root.N3.V5.Y1	FR2	Neighbor	Root	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.1P.V5.Y1	FR2	At	RP	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.1P.V5.Y2	FR2	At	RP	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.1S.V5.Y1	FR2	At	RP	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.2P.V5.Y1	FR2	At	RP	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.2P.V5.Y2	FR2	At	RP	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.2S.V5.Y1	FR2	At	RP	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.3P.V5.Y1	FR2	At	RP	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.3P.V5.Y2	FR2	At	RP	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.3S.V5.Y1	FR2	At	RP	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.4P.V5.Y1	FR2	At	RP	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.4P.V5.Y2	FR2	At	RP	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.4S.V5.Y1	FR2	At	RP	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.N1.V5.Y1	FR2	Neighbor	RP	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.N1.V5.Y2	FR2	Neighbor	RP	Neighbor	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.N2.V5.Y1	FR2	Neighbor	RP	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RP.N3.V5.Y1	FR2	Neighbor	RP	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.1P.V5.Y1	FR2	At	RS	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.1P.V5.Y2	FR2	At	RS	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.1S.V5.Y1	FR2	At	RS	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.2P.V5.Y1	FR2	At	RS	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.2P.V5.Y2	FR2	At	RS	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.2S.V5.Y1	FR2	At	RS	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.3P.V5.Y1	FR2	At	RS	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.3P.V5.Y2	FR2	At	RS	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.3S.V5.Y1	FR2	At	RS	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.4P.V5.Y1	FR2	At	RS	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.4P.V5.Y2	FR2	At	RS	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.4S.V5.Y1	FR2	At	RS	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.N1.V5.Y1	FR2	Neighbor	RS	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.N1.V5.Y2	FR2	Neighbor	RS	Neighbor	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.N2.V5.Y1	FR2	Neighbor	RS	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.RS.N3.V5.Y1	FR2	Neighbor	RS	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.1P.V5.Y1	FR2	At	Soil	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.1P.V5.Y2	FR2	At	Soil	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.1S.V5.Y1	FR2	At	Soil	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.2P.V5.Y1	FR2	At	Soil	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.2P.V5.Y2	FR2	At	Soil	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.2S.V5.Y1	FR2	At	Soil	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.3P.V5.Y1	FR2	At	Soil	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.3P.V5.Y2	FR2	At	Soil	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.3S.V5.Y1	FR2	At	Soil	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.4P.V5.Y1	FR2	At	Soil	Pooled	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.4P.V5.Y2	FR2	At	Soil	Pooled	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.4S.V5.Y1	FR2	At	Soil	Single	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.N1.V5.Y1	FR2	Neighbor	Soil	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.N1.V5.Y2	FR2	Neighbor	Soil	Neighbor	Second	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.N2.V5.Y1	FR2	Neighbor	Soil	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tou2.Soil.N3.V5.Y1	FR2	Neighbor	Soil	Neighbor	First	7.6	22.2	7.7	11.9	144.5	20	137	87.3	5845	231.9	1.6	187	3.8	165	15.07	73.8	43.3122	1.515
tub2.Root.1P.V5.Y1	GE3	At	Root	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.1P.V5.Y2	GE3	At	Root	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.1P.V5.Y3	GE3	At	Root	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.1S.V5.Y1	GE3	At	Root	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.2P.V5.Y1	GE3	At	Root	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.2P.V5.Y2	GE3	At	Root	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.2P.V5.Y3	GE3	At	Root	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.2S.V5.Y1	GE3	At	Root	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.3P.V5.Y1	GE3	At	Root	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.3P.V5.Y2	GE3	At	Root	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.3P.V5.Y3	GE3	At	Root	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.3S.V5.Y1	GE3	At	Root	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.4P.V5.Y1	GE3	At	Root	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.4P.V5.Y2	GE3	At	Root	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.4P.V5.Y3	GE3	At	Root	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.4S.V5.Y1	GE3	At	Root	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.N1.V5.Y1	GE3	Neighbor	Root	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.N1.V5.Y2	GE3	Neighbor	Root	Neighbor	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.N2.V5.Y1	GE3	Neighbor	Root	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.Root.N3.V5.Y1	GE3	Neighbor	Root	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.1P.V5.Y1	GE3	At	RP	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.1P.V5.Y2	GE3	At	RP	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.1P.V5.Y3	GE3	At	RP	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.1S.V5.Y1	GE3	At	RP	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.2P.V5.Y1	GE3	At	RP	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.2P.V5.Y2	GE3	At	RP	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.2P.V5.Y3	GE3	At	RP	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.2S.V5.Y1	GE3	At	RP	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.3P.V5.Y1	GE3	At	RP	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.3P.V5.Y2	GE3	At	RP	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.3P.V5.Y3	GE3	At	RP	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.3S.V5.Y1	GE3	At	RP	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.4P.V5.Y1	GE3	At	RP	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.4P.V5.Y2	GE3	At	RP	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.4P.V5.Y3	GE3	At	RP	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.4S.V5.Y1	GE3	At	RP	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.N1.V5.Y1	GE3	Neighbor	RP	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.N1.V5.Y2	GE3	Neighbor	RP	Neighbor	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.N2.V5.Y1	GE3	Neighbor	RP	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RP.N3.V5.Y1	GE3	Neighbor	RP	Neighbor	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.1P.V5.Y1	GE3	At	RS	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.1P.V5.Y2	GE3	At	RS	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.1P.V5.Y3	GE3	At	RS	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.1S.V5.Y1	GE3	At	RS	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.2P.V5.Y1	GE3	At	RS	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.2P.V5.Y2	GE3	At	RS	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.2P.V5.Y3	GE3	At	RS	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.2S.V5.Y1	GE3	At	RS	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.3P.V5.Y1	GE3	At	RS	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.3P.V5.Y2	GE3	At	RS	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.3P.V5.Y3	GE3	At	RS	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.3S.V5.Y1	GE3	At	RS	Single	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.4P.V5.Y1	GE3	At	RS	Pooled	First	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.4P.V5.Y2	GE3	At	RS	Pooled	Second	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
tub2.RS.4P.V5.Y3	GE3	At	RS	Pooled	Third	7.4	22.6	1.5	22.4	164.5	8.5	12.7	134	28790	406.5	1	193	7.9	157	9	88.5	48.5419	9.09256
