OTU_984	OTU_1217	OTU_1795	OTU_337	OTU_1	OTU_8
ham.RS.3S.ITS1o.Y1	0.00320822936293731	0.000865712685237052	0.00585629169425065	0.00300453226052859	0.259790191984519	0.00458318480419616
tou2.RP.2P.ITS1o.Y1	0.00205013512254217	0.00013978194017333	0.00256266890317771	0.00167738328207996	0.12091137824993	0.00177057124219551
tou2.RS.3P.ITS1o.Y1	0.00150375939849624	0.00025062656641604	0.00260651629072682	0.00150375939849624	0.120802005012531	0.00150375939849624
tou2.RS.4P.ITS1o.Y1	0.00154139455644343	0.000730134263578469	0.0022715288200219	0.00146026852715694	0.124974648115848	0.00141970551251369
tou2.Root.N3.ITS1o.Y1	0.00187400893758109	0.000384412089760223	0.00374801787516217	0.00216231800490125	0.139301331026861	0.00124933929172072
tou2.RP.1P.ITS1o.Y1	0.00179101663760192	0.000518452184568978	0.00315784512419286	0.00169675260404393	0.119244002450865	0.00160248857048593
ham.Root.3P.ITS1o.Y1	0.00207378301680856	0.000436585898275486	0.00267408862693735	0.00169177035581751	0.124481554245798	0.00201920977952412
tou2.RP.3P.ITS1o.Y1	0.00159802051652147	0.000360843342440332	0.00309294293520285	0.00144337336976133	0.125006443631115	0.00247435434816228
tou2.Root.4S.ITS1o.Y1	0	0	0.00441696113074205	0	0.146643109540636	0
tou2.Soil.4P.ITS1o.Y1	0.00148168103448276	0.000179597701149425	0.00152658045977012	0.00152658045977012	0.099676724137931	0.0014367816091954
ham.Root.N3.ITS1o.Y1	0.00308088729554112	0.000336096795877213	0.00341698409141833	0.00229666143849429	0.138079766972888	0.00168048397938606
ham.RS.4P.ITS1o.Y1	0.00098440699322728	0.000472515356749094	0.00173255630808001	0.00145692234997637	0.0989132146794771	0.00192943770672547
tou2.RS.N3.ITS1o.Y1	0.0016481471635919	0.000478494337817002	0.00255196980169068	0.00159498112605667	0.118932425966293	0.0011696528257749
ham.Root.N1.ITS1o.Y1	0.00148652833694642	0.00061938680706101	0.00303499535459895	0.00123877361412202	0.130195106844224	0.00241560854753794
tou2.RS.1S.ITS1o.Y1	0.000834724540901503	0.000834724540901503	0.00166944908180301	0.00166944908180301	0.0392320534223706	0
ham.RS.2P.ITS1o.Y1	0.00118980524766736	0.000187863986473793	0.00181601853591333	0.00100194126119356	0.0763353998371845	0.00169077587826414
tou2.Soil.2S.ITS1o.Y1	0.00192678227360308	0.000240847784200385	0.00445568400770713	0.00240847784200385	0.148362235067437	0.00313102119460501
tou2.RP.N1.ITS1o.Y1	0.00148414661569597	0.0007195862379132	0.00301326737126152	0.0019788621542613	0.128536091747245	0.00202383629413087
ham.RS.1S.ITS1o.Y1	0.00200471698113208	0.000707547169811321	0.00294811320754717	0.00153301886792453	0.0882075471698113	0.000943396226415094
tou2.RP.N3.ITS1o.Y1	0	0	0	0	0.00174825174825175	0
tou2.RP.N2.ITS1o.Y1	0	0	0	0	0.0172018348623853	0
tou2.Soil.1S.ITS1o.Y1	0.000893536750835622	0.000198563722407916	0.00138994605685541	0.000926630704570275	0.0626799483734322	0.000959724658304928
ham.RP.3S.ITS1o.Y1	0	0.00198281559814937	0.00132187706543291	0	0.261731658955717	0
ham.Soil.1P.ITS1o.Y1	0.00207969944988595	0.000402522474171475	0.0028847443982289	0.001274654501543	0.122433919227157	0.00187843821280021
tou2.Soil.N2.ITS1o.Y1	0.0015459933006957	0.000772996650347848	0.00412264880185519	0.00322081937644937	0.128317443957743	0.000772996650347848
ham.Soil.N2.ITS1o.Y1	0.00166587339362208	0.00087260034904014	0.0042836744407425	0.00237981913374584	0.11819768364271	0.00158654608916389
tou2.Root.1P.ITS1o.Y1	0.00195577552486629	0.000478965434661132	0.00231499960086214	0.0016364652350922	0.123014289135467	0.00215534445597509
tou2.RS.4S.ITS1o.Y1	0.00116115922395859	0.00043543470898447	0.00179012047026949	0.00212879191059074	0.0951182930959408	0.0018868837389327
ham.Root.2S.ITS1o.Y1	0.00160202360876897	0.00118043844856661	0.00202360876897133	0.00101180438448567	0.0973861720067454	0.000505902192242833
tou2.Root.N2.ITS1o.Y1	0.00122415669205658	0.000544069640914037	0.00285636561479869	0.00190424374319913	0.10038084874864	0.0014961915125136
tou2.RP.1S.ITS1o.Y1	0.00125701024946819	0.00038677238445175	0.00241732740282344	0.00135370334558113	0.0544382131115838	0.000676851672790563
ham.Soil.2P.ITS1o.Y1	0.00363080450984139	0.000668832409707625	0.00554175425186318	0.00334416204853812	0.255971717943818	0.00468182686795337
tou2.Root.1S.ITS1o.Y1	0.00107569495555681	0.00050953971579007	0.00288739172281039	0.00141538809941686	0.0991903980071336	0.00152861914737021
ham.RP.N1.ITS1o.Y1	0.00123456790123457	0	0.0037037037037037	0.00246913580246914	0.131481481481481	0.00246913580246914
ham.Soil.4S.ITS1o.Y1	0.00257779414472473	0.00138096114895968	0.00322224268090591	0.00220953783833548	0.179709077517952	0.00340637083410053
tou2.RS.3S.ITS1o.Y1	0.00112688753662384	0.000601006686199384	0.00277965592367215	0.00142739087972354	0.125535271579896	0.00187814589437307
ham.Root.N2.ITS1o.Y1	0.00204574066302979	0.000524548887956358	0.00236046999580361	0.00157364666386907	0.13281577843055	0.00225556021821234
ham.Soil.N3.ITS1o.Y1	0.00166389351081531	0.000554631170271769	0.00221852468108708	0.000887409872434831	0.0668885191347754	0.00110926234054354
ham.Root.4S.ITS1o.Y1	0.00148121815380969	0.00077023343998104	0.00213295414148596	0.00106647707074298	0.103626022040526	0.00112572579689537
tou2.Root.N1.ITS1o.Y1	0.00125523012552301	0.000278940027894003	0.00278940027894003	0.00118549511854951	0.114435146443515	0.00195258019525802
ham.RS.N2.ITS1o.Y1	0.00443318556048132	0.00177327422419253	0.00544648511716276	0.00443318556048132	0.220392653578214	0.00316656111462951
ham.Root.2P.ITS1o.Y1	0.0011062711747217	0.000553135587360852	0.00152112286524234	0.000829703381041278	0.115536195809998	0.00117541312314181
ham.Root.4P.ITS1o.Y1	0.0017570281124498	0.00043925702811245	0.00257279116465863	0.00144327309236948	0.127321787148594	0.00150602409638554
tou2.Root.3S.ITS1o.Y1	0	0	0	0	0.0958083832335329	0.0179640718562874
tou2.Soil.2P.ITS1o.Y1	0.00139128499081752	0.000333908397796205	0.00200345038677723	0.00172519338861372	0.0945517279759586	0.00150258779008292
ham.Root.1P.ITS1o.Y1	0.00186329758225777	0.0011361570623523	0.00254499181966915	0.00145428103981094	0.113161243410289	0.0017269587347755
tou2.RP.2S.ITS1o.Y1	0.00166890544225994	0.000488460129441934	0.00223877559327553	0.00179102047462043	0.102942972279888	0.00183172548540725
ham.Soil.4P.ITS1o.Y1	0.00164594001463058	0.000457205559619605	0.00256035113386979	0.00118873445501097	0.117593269934162	0.00256035113386979
ham.Soil.N1.ITS1o.Y1	0.00102867429600103	0.000514337148000514	0.00334319146200334	0.00115725858300116	0.0933521923620934	0.00205734859200206
ham.Soil.3P.ITS1o.Y1	0.00193324390436361	0.000433993529551014	0.00236723743391462	0.00145979641758068	0.137418133038744	0.0018937899471317
tou2.Root.2P.ITS1o.Y1	0	0.00112107623318386	0.00224215246636771	0	0.0672645739910314	0
ham.Root.1S.ITS1o.Y1	0.00181554103122731	0.000847252481239409	0.00290486564996369	0.00133139675623336	0.0922294843863471	0.00133139675623336
ham.RP.N3.ITS1o.Y1	0.0013094718463553	0.000436490615451768	0.00349192492361414	0.000872981230903536	0.117852466171977	0.00218245307725884
ham.RP.2P.ITS1o.Y1	0	0	0.00188412623645784	0	0.11822892133773	0
tou2.Root.2S.ITS1o.Y1	0.00166579906298803	0.000572618427902134	0.0032274856845393	0.00161374284226965	0.096668401874024	0.00119729307652264
tou2.Root.4P.ITS1o.Y1	0.00173405129141188	0.000730126859541845	0.00228164643606827	0.00246417815095373	0.132791822579173	0.00164278543396915
ham.RP.2S.ITS1o.Y1	0.00229095074455899	0	0	0	0.0939289805269187	0
ham.RP.4P.ITS1o.Y1	0	0.000577034045008655	0.000577034045008655	0.00173110213502597	0.0328909405654934	0.00750144258511252
ham.RP.N2.ITS1o.Y1	0.00319488817891374	0.00159744408945687	0.00479233226837061	0	0.134185303514377	0.0223642172523962
ham.RP.1P.ITS1o.Y1	0	0	0.00327868852459016	0	0.0754098360655738	0.0344262295081967
ham.RP.3P.ITS1o.Y1	0	0	0.00380952380952381	0	0.245714285714286	0
ham.RP.4S.ITS1o.Y1	0	0	0	0	0.0464135021097046	0
tou2.RS.2S.ITS1o.Y1	0	0	0	0.00313479623824451	0.22884012539185	0.00940438871473354
swe2.Root.N2.ITS1o.Y1	0.00158140814081408	0.00178767876787679	0.0117230473047305	0.00123762376237624	0.126787678767877	0.00195957095709571
swe2.RS.3S.ITS1o.Y1	0	0	0.00137362637362637	0	0.0796703296703297	0.000457875457875458
swe2.Soil.N3.ITS1o.Y1	0.00143043326234146	0.00171651991480975	0.00912298547315554	0.00149400807400108	0.133284592644394	0.00289265393051273
swe1.Root.3S.ITS1o.Y1	0.00231956802798692	0.00190128526884174	0.0119400714883261	0.00152102821507339	0.113925013308997	0.00212943950110275
swe2.Soil.2P.ITS1o.Y1	0.00399394856278366	0.003267776096823	0.0164599092284418	0.00205748865355522	0.24357034795764	0.00381240544629349
swe1.Soil.3P.ITS1o.Y1	0.00208659363588941	0.00182576943140323	0.00791166753608068	0.00121717962093549	0.121544079290558	0.0021735350373848
swe1.RS.1S.ITS1o.Y1	0.0016629960897119	0.00103375432603713	0.00952851813564655	0.00107870016629961	0.125174165131017	0.00251696705469909
swe1.Soil.2P.ITS1o.Y1	0.0029377726342028	0.00133535119736491	0.0115730437104959	0.00169144484999555	0.122674263331256	0.00195851508946853
swe1.RS.N3.ITS1o.Y1	0.00231338679827267	0.00277606415792721	0.0117211597779149	0.00190211803413531	0.161988484474604	0.00359860168620193
swe2.Root.1P.ITS1o.Y1	0.00197786672945609	0.00221332705439133	0.00904167647751354	0.000800565104779845	0.100164822227455	0.000941841299740994
swe2.RS.1S.ITS1o.Y1	0.00179988787583724	0.000944203475849046	0.0108878463308843	0.00129827977929244	0.140656811542888	0.00280310406892685
swe1.Root.4P.ITS1o.Y1	0.00259207257803219	0.00226806350577816	0.0106382978723404	0.0014580408251431	0.164380602656874	0.00329409223458257
swe1.Soil.1S.ITS1o.Y1	0.00181073846638325	0.00161391906786333	0.00948669500866005	0.000905369233191623	0.128680522752322	0.00204692174460715
swe2.Root.N1.ITS1o.Y1	0.00227644589884044	0.00135163975243651	0.00928363093120865	0.000995945080742691	0.146581774205022	0.00241872376751796
swe1.Soil.N2.ITS1o.Y1	0.00199453350077565	0.00243776316761469	0.0110807416709758	0.00103420255595775	0.152544877003767	0.00354583733471227
swe1.Root.3P.ITS1o.Y1	0.000908509707594468	0.000773915676839732	0.00279282613816077	0.000605673138396312	0.0601971802550557	0.000773915676839732
swe2.Root.3P.ITS1o.Y1	0.0018882009397093	0.00144908444210249	0.0119439687349054	0.0011856145435384	0.138014315197822	0.0016686426909059
swe2.Soil.1P.ITS1o.Y1	0.00196151690640762	0.000809514913755527	0.0102123419889159	0.0010585964256803	0.132231147643066	0.00233513917429479
swe2.Root.2S.ITS1o.Y1	0.0022764571973106	0.00312351103817036	0.00899994705913495	0.00100587643602096	0.13791095346498	0.00217057546720313
swe1.Soil.4P.ITS1o.Y1	0.00144992192728084	0.00133838947133616	0.00814186928396163	0.000948025875529779	0.129544947579746	0.002788311398617
swe1.RS.3P.ITS1o.Y1	0.00187657269586728	0.00153537766025504	0.00865782402866038	0.000938286347933638	0.133236661406577	0.00277220966434938
swe1.Root.N3.ITS1o.Y1	0.00294088814822076	0.00196059209881384	0.0136261150867562	0.00122537006175865	0.168120772473287	0.00235271051857661
swe2.Soil.3P.ITS1o.Y1	0.00252013367665589	0.00197227852955679	0.011066673971402	0.00126006683832795	0.150002739275735	0.00416369911795321
swe2.RS.N3.ITS1o.Y1	0.00278273278630039	0.00199785943631823	0.00756332500891901	0.00064216910453086	0.132929004637888	0.00264002854084909
swe1.Root.2S.ITS1o.Y1	0.00263340263340263	0.00106260106260106	0.0121506121506122	0.00143220143220143	0.0929082929082929	0.00138600138600139
swe1.RS.N2.ITS1o.Y1	0.00229683172329933	0.00168884685536716	0.00884955752212389	0.00114841586164967	0.155373910693778	0.00222927784908465
swe2.RS.3P.ITS1o.Y1	0.0021872551580047	0.00202402716113868	0.00747584225646383	0.00104465917994254	0.110113606685819	0.00241577435361713
swe2.RS.N1.ITS1o.Y1	0.00264956073072096	0.00174313205968484	0.013456979500767	0.00132478036536048	0.169362710918979	0.00299818714265793
swe1.Root.1P.ITS1o.Y1	0.00222154129002605	0.00153209744139727	0.00846483836371993	0.00107246820897809	0.128504672897196	0.00268117052244523
swe2.Soil.N2.ITS1o.Y1	0.00284431803030976	0.00164437136127283	0.0129327585440647	0.00155548642282565	0.171903470956846	0.00346651259944002
swe1.Soil.N1.ITS1o.Y1	0.00293056807935077	0.00150285542530809	0.00773970544033664	0.000976856026450256	0.144274120829576	0.00450856627592426
swe1.Soil.2S.ITS1o.Y1	0.00458756065284517	0.00299955888839876	0.0201146890163211	0.00238200264666961	0.253462726069696	0.00502867225408028
swe1.Soil.4S.ITS1o.Y1	0.00226162475122128	0.00135697485073277	0.00986068391532477	0.00135697485073277	0.130902840600688	0.00294011217658766
swe2.RS.2P.ITS1o.Y1	0.00196894153513926	0.00149258471212169	0.00911429388040268	0.00104798501063864	0.122487217758582	0.00292165518117438
swe2.Soil.2S.ITS1o.Y1	0.00208768267223382	0.00204418928322895	0.0105254001391788	0.00100034794711204	0.127392136395268	0.00226165622825331
swe2.Soil.1S.ITS1o.Y1	0.00234805382461844	0.00185135013094916	0.0120111984105482	0.00153526596225052	0.177187753996207	0.0038381649056263
swe2.Root.3S.ITS1o.Y1	0.00181408732641061	0.0016264231202302	0.0105091955461028	0.00106343050168898	0.114756662079319	0.00112598523708245
swe1.RS.2S.ITS1o.Y1	0.00298107020420331	0.00327917722462364	0.0239976151438366	0.00238485616336265	0.245043970785512	0.00551497987777612
swe1.Root.N1.ITS1o.Y1	0.00277435265104809	0.00118900827902061	0.00937995420116259	0.00105689624801832	0.150475603311608	0.00224590452703893
swe1.Soil.3S.ITS1o.Y1	0.00262299730611087	0.00177229547710194	0.00836523465192117	0.00106337728626117	0.111229264142918	0.00241032184885864
swe1.RS.1P.ITS1o.Y1	0.0016158689474564	0.00211734551735666	0.00824650359391542	0.00089151390204491	0.137070262439405	0.00339889675154622
swe1.Root.1S.ITS1o.Y1	0.00177957781050565	0.00239322533136966	0.0106161021109475	0.00104320078546883	0.0903289150711831	0.00141138929798724
swe1.RP.1P.ITS1o.Y1	0	0	0.00210526315789474	0	0.202105263157895	0.00210526315789474
swe1.Root.N2.ITS1o.Y1	0.00255703384074474	0.00175796076551201	0.0101482280554557	0.00091893403651764	0.146190419113828	0.00279675576331455
swe1.Root.2P.ITS1o.Y1	0.00215832601697395	0.00179250804799532	0.0104989757096869	0.00113403570383377	0.162532923617208	0.00332894351770559
swe1.RS.2P.ITS1o.Y1	0.00175534832693363	0.00170049369171695	0.0081733406472847	0.00065825562260011	0.142128359846407	0.00367526055951728
swe2.Root.2P.ITS1o.Y1	0.00181148104191392	0.0018739459054282	0.00812043225685552	0.0016240864513711	0.13067649447186	0.00193641076894247
swe1.RP.N2.ITS1o.Y1	0.00013080444735121	0	0.00078482668410726	0	0.0918247220405494	0.00052321778940484
swe1.Soil.N3.ITS1o.Y1	0.00243537942104389	0.00188188409807937	0.0078596335860962	0.00110699064592904	0.0980240216970167	0.00243537942104389
swe2.Root.N3.ITS1o.Y1	0.00151550477966892	0.0022149685241315	0.0115411517836325	0.00174865936115645	0.193051993471672	0.00338074143156913
swe1.RS.4S.ITS1o.Y1	0.00288609149524102	0.00159656125268652	0.00878108688977587	0.00110531163647528	0.12809333742708	0.00276327909118821
swe2.RS.N2.ITS1o.Y1	0.00517565872020075	0.00494040150564617	0.019055834378921	0.00211731493099122	0.254391468005019	0.00392095357590966
swe1.RS.3S.ITS1o.Y1	0.00150697969543147	0.00206218274111675	0.013880076142132	0.000951776649746193	0.121986040609137	0.00166560913705584
swe2.RS.1P.ITS1o.Y1	0.0065359477124183	0.0017825311942959	0.0130718954248366	0.0017825311942959	0.178847296494355	0.0011883541295306
swe1.Soil.1P.ITS1o.Y1	0.00173969072164948	0.00186855670103093	0.0086340206185567	0.0014819587628866	0.139497422680412	0.00225515463917526
swe1.RP.2P.ITS1o.Y1	0	0	0	0	0.353420195439739	0.00814332247557003
swe2.Soil.3S.ITS1o.Y1	0.00236496074165169	0.00231766152681865	0.0128653864345852	0.00179737016365528	0.189291457761801	0.0039258348311418
swe2.RP.2P.ITS1o.Y1	0.000914076782449726	0	0	0.00457038391224863	0.39945155393053	0.00182815356489945
swe1.RP.N3.ITS1o.Y1	0	0.000614439324116743	0.000307219662058372	0	0.0423963133640553	0.00522273425499232
swe2.RS.2S.ITS1o.Y1	0	0	0.000187617260787992	0.000375234521575985	0.0566604127579737	0.000469043151969981
swe1.Root.4S.ITS1o.Y1	0	0	0	0	0.30731548007838	0.00326583932070542
swe2.RP.1S.ITS1o.Y1	0.00102986611740474	0.00308959835221421	0.00720906282183316	0.00205973223480947	0.435633367662204	0.0607621009268795
swe2.Soil.N1.ITS1o.Y1	0	0.00351493848857645	0	0.00175746924428822	0.249560632688928	0.00527240773286467
swe2.RP.N3.ITS1o.Y1	0	0	0.00133868808567604	0	0.190093708165997	0.00803212851405622
swe1.RP.1S.ITS1o.Y1	0	0	0	0	0.0654582074521652	0.00201409869083585
swe1.RP.2S.ITS1o.Y1	0	0	0.00549450549450549	0	0.35989010989011	0.00686813186813187
swe1.RP.4S.ITS1o.Y1	0.00183150183150183	0	0.00183150183150183	0.00183150183150183	0.500915750915751	0.0256410256410256
swe2.RP.3S.ITS1o.Y1	0.00134861766689144	0.00202292650033715	0.00202292650033715	0	0.276466621712744	0.00876601483479434
swe1.RP.N1.ITS1o.Y1	0	0	0.0038259206121473	0	0.113821138211382	0
swe2.RP.N2.ITS1o.Y1	0.000648508430609598	0.000648508430609598	0.00907911802853437	0.00194552529182879	0.247081712062257	0.000648508430609598
swe2.Root.1S.ITS1o.Y1	0	0.00127105179536066	0.0063552589768033	0	0.295519542421354	0
swe2.RP.N1.ITS1o.Y1	0	0	0.000871839581517001	0	0.213019471083987	0.004649811101424
swe2.RP.1P.ITS1o.Y1	0.00227876946448918	0.00113938473224459	0.00569692366122294	0.00189897455374098	0.255981769844284	0.0125332320546905
swe2.RP.2S.ITS1o.Y1	0	0	0	0	0.297077922077922	0.0227272727272727
swe2.RP.3P.ITS1o.Y1	0	0	0.0168674698795181	0.00240963855421687	0.321686746987952	0.0072289156626506
swe1.RP.4P.ITS1o.Y1	0	0	0.00176678445229682	0	0.279151943462898	0
swe1.RP.3P.ITS1o.Y1	0	0	0.00183823529411765	0	0.345588235294118	0.00367647058823529
swe1.RP.3S.ITS1o.Y1	0.00607287449392713	0	0.00202429149797571	0	0.37246963562753	0
swe3.RP.1P.ITS1o.Y1	0.00192952168173048	0.000685487965877932	0.00319894384076368	0.00132019904539454	0.0914491723367523	0.00177719102264649
swe3.RP.2P.ITS1o.Y1	0.00138950293690393	0.000315796122023622	0.00360007579106929	0.00101054759047559	0.108381229078507	0.00486326027916377
swe3.RS.4S.ITS1o.Y1	0.00186638591117917	0.000765696784073507	0.00488131699846861	0.00200995405819296	0.137586140888208	0.0024406584992343
swe4.RS.4P.ITS1o.Y1	0.000468170882372066	0.000104037973860459	0.00146953638077898	0.000377137655244164	0.0273099681383705	0.000481175629104623
swe4.RS.2P.ITS1o.Y1	0.00163330169730947	0.000882865782329441	0.00498819167016134	0.00200851965479948	0.131723574723553	0.0024499525459642
swe3.RS.3P.ITS1o.Y1	0.00153259101714	0.000813211560115101	0.00456649568372326	0.00147003628174653	0.132741148504942	0.0024396346803453
swe4.Soil.3P.ITS1o.Y1	0.00216547612351651	0.000787445863096912	0.00517464424320828	0.00132178412734125	0.135159457787277	0.00258732212160414
swe3.Soil.N2.ITS1o.Y1	0.00213097287107614	0.00073764445537251	0.00696664207851815	0.0024588148512417	0.111056470781084	0.00213097287107614
swe3.Soil.1S.ITS1o.Y1	0.0019009835523597	0.00107446896437722	0.0055376477394826	0.00148772625836846	0.113893710223985	0.0017356806347632
swe3.RP.3P.ITS1o.Y1	0.0013111315064901	0.00039333945194703	0.00563786547790743	0.00301560246492723	0.11655959092697	0.00380228136882129
swe4.RS.4S.ITS1o.Y1	0.0020223649773971	0.000737568403521294	0.00447299547941946	0.00206995003568879	0.141684511063526	0.00245063050202237
swe3.Root.N3.ITS1o.Y1	0.00253349573690621	0.000584652862362972	0.00638246041412911	0.00224116930572473	0.175347137637028	0.00248477466504263
swe3.RS.2S.ITS1o.Y1	0.00304136253041363	0.000840847287820238	0.008587376556462	0.0020037211965078	0.187330041505653	0.00252254186346071
swe4.RS.1P.ITS1o.Y1	0.00219577393075356	0.00105015274949084	0.0053780549898167	0.00133655804480652	0.163601069246436	0.00299134419551935
swe3.RP.N2.ITS1o.Y1	0.000587615992948608	0.000930391988835296	0.00389295595328453	0.000832455990010528	0.112993658644076	0.00864285189628578
swe3.RS.1S.ITS1o.Y1	0.00128488748854774	0.000484160502931033	0.00311724877656365	0.00104653154864323	0.0772422217753048	0.00145620582035411
swe4.Root.3P.ITS1o.Y1	0.00210757282674597	0.000779513237289604	0.00571643040679043	0.00147241389265814	0.130409677512487	0.00233853971186881
swe4.Root.2P.ITS1o.Y1	0.00160778418107408	0.000438486594838386	0.00361229432890671	0.00119017790027562	0.131921824104235	0.00177482669339347
swe3.RS.N2.ITS1o.Y1	0.00195790504160548	0.00114211127426986	0.00530265948768151	0.00187632566487192	0.139949420786425	0.00244738130200685
swe3.Root.N1.ITS1o.Y1	0.00173283530363125	0.000808656475027918	0.00454387924063306	0.00154029804767222	0.148715776502753	0.00238746197389195
swe4.Root.N3.ITS1o.Y1	0.00181028240405503	0.000760318609703114	0.005756698044895	0.00188269370021723	0.159775524981897	0.00314989138305576
swe4.Soil.2P.ITS1o.Y1	0.00351900726952818	0.00162059545307219	0.0087512154465898	0.00351900726952818	0.285317405195166	0.00444506181414085
swe3.RS.3S.ITS1o.Y1	0.00189794479691991	0.000596496936174828	0.00517867794588146	0.0014099018491405	0.132015617374329	0.00219619326500732
swe4.Root.N2.ITS1o.Y1	0.00171328310455155	0.000743110744142842	0.00478893590669832	0.00177520899989679	0.136814944782743	0.00222933223242853
swe4.Root.N1.ITS1o.Y1	0.00245638660517345	0.000626629236013635	0.00576498897132545	0.00135351914978945	0.136805694806497	0.001930018046922
swe4.RP.N2.ITS1o.Y1	0.00108328819632515	0.000249989583767343	0.00316653472771968	0.000624973959418358	0.077996750135411	0.00183325694762718
swe4.Root.3S.ITS1o.Y1	0.00162431578478928	0.00082328334297539	0.00542921988340528	0.00137955587201282	0.0883805794134662	0.000867785145298385
swe3.RS.1P.ITS1o.Y1	0.00214404348482561	0.000845538275705873	0.00434848256077306	0.00108712064019327	0.121817907292768	0.00214404348482561
swe4.Root.2S.ITS1o.Y1	0.00157611443185535	0.000832664228149999	0.00401463110000892	0.0018734945133375	0.107502899455794	0.00154637642370714
swe4.Root.1P.ITS1o.Y1	0.00186028188742012	0.000984855116869474	0.00428959117569815	0.00137879716361726	0.122800490238992	0.00207913858005778
swe4.RS.N3.ITS1o.Y1	0.00176831106199136	0.00100472219431327	0.00466191098161358	0.00154727217924244	0.10019089721692	0.0016276499547875
swe3.Root.4S.ITS1o.Y1	0.00293492561481631	0.0010120433154539	0.0071855075397227	0.00182167796781702	0.132324663495598	0.00197348446513511
swe4.Soil.1P.ITS1o.Y1	0.0014756517461879	0.000750770186657002	0.00494472778108577	0.00157920625469231	0.124135967069666	0.00194164703445776
swe4.Soil.3S.ITS1o.Y1	0.00242490376163196	0.00109120669273438	0.00721408869085508	0.00154587614804037	0.182231517686642	0.00251583765269316
swe4.RS.3P.ITS1o.Y1	0.00169394529014536	0.000755408034794552	0.00393727824195948	0.00116744878104613	0.114616000915646	0.0016481629850063
swe4.Root.4S.ITS1o.Y1	0.00169133192389006	0.00108728480821504	0.0038961038961039	0.0027786167321051	0.113168227121715	0.00220477197221383
swe3.Root.3S.ITS1o.Y1	0.00160609569342248	0.000634968064841445	0.00466888282971651	0.00168079781869794	0.0983826989877862	0.000859074440667837
swe3.RS.N1.ITS1o.Y1	0.00195433952207515	0.000755085724438127	0.00421959669538954	0.00190992271475526	0.131296082437594	0.00195433952207515
swe3.Root.1S.ITS1o.Y1	0.00169075999661848	0.000803110998393778	0.00507227998985544	0.00131033899737932	0.117423281765153	0.00114126299771747
swe4.Soil.N2.ITS1o.Y1	0.0034952564376917	0.000713317640345246	0.00834581639203938	0.00192595762893216	0.105143020186889	0.00156929880875954
swe3.RS.N3.ITS1o.Y1	0.00224690520603697	0.00118704425979312	0.00432423266067492	0.00199253857893844	0.15512124809225	0.00199253857893844
swe3.RP.N3.ITS1o.Y1	0.000688441826665647	0.00076493536296183	0.00191233840740457	0.000994415971850379	0.0887325021035723	0.0136158494607206
swe3.Root.3P.ITS1o.Y1	0.00160476845483723	0.000878801772887055	0.00412654745529574	0.00152835090936879	0.139729481889042	0.00217790004585053
swe4.Root.4P.ITS1o.Y1	0.00185532904148784	0.000894134477825465	0.00525304005722461	0.00181062231759657	0.130990701001431	0.00187768240343348
swe4.RP.4S.ITS1o.Y1	0.000482625482625483	0	0.00241312741312741	0.000965250965250965	0.083976833976834	0.0323359073359073
swe3.Root.N2.ITS1o.Y1	0.00221520285515035	0.000451245026049145	0.00451245026049145	0.0017639578291012	0.145177831562538	0.00246133650572261
swe4.Root.1S.ITS1o.Y1	0.00195585359038838	0.00136599298376331	0.00416006954146099	0.000962404147651423	0.106392226258111	0.00173853652478967
swe4.RS.N1.ITS1o.Y1	0.00224002172142275	0.000780613630192778	0.00655036654900896	0.00149334781428184	0.166033125169699	0.00224002172142275
swe3.Soil.N1.ITS1o.Y1	0.00129762887814085	0.000589831308245842	0.00566238055916008	0.00129762887814085	0.0871770673587354	0.00165152766308836
swe3.Soil.1P.ITS1o.Y1	0.00170274872293846	0.000405416362604395	0.00445957998864834	0.00227033163058461	0.120165409875943	0.00113516581529231
swe4.RS.N2.ITS1o.Y1	0.00338951571713795	0.00222872266332358	0.0097042299298881	0.00399312810512142	0.263871476993082	0.00260017644054418
swe3.RP.2S.ITS1o.Y1	0.000442575791104227	0	0	0	0.0825403850409383	0.0345209117061297
swe4.Soil.4P.ITS1o.Y1	0.00212228977859355	0.000630951015257543	0.00556384077090742	0.00177813467936217	0.118217276585981	0.00180681427096478
swe4.Soil.N3.ITS1o.Y1	0.00227177114009255	0.000588977702986958	0.00403870424905343	0.000925536390408077	0.0760622633571729	0.0012620950778292
swe3.Root.1P.ITS1o.Y1	0.00185054338683086	0.000538339894350796	0.0036674405302648	0.00164866592644931	0.126711752632819	0.00242252952457858
swe4.RS.1S.ITS1o.Y1	0.00162406616195687	0.000524698298478375	0.0058966094495665	0.001798965594783	0.0954201334232816	0.00154910926217425
swe4.Soil.N1.ITS1o.Y1	0.00168439289667453	0.000625631647336253	0.00543818278069204	0.00163626738534097	0.0839790172770586	0.00125126329467251
swe3.RP.N1.ITS1o.Y1	0.00131609870740306	0.000423031727379553	0.00470035252643948	0.00122209165687427	0.102843713278496	0.00244418331374853
swe4.Soil.1S.ITS1o.Y1	0.00220068860256274	0.000567919639371029	0.00550172150640684	0.00184573882795584	0.172363610549107	0.00291058815177652
swe3.Soil.4S.ITS1o.Y1	0.00113481615978212	0.000453926463912846	0.00476622787108488	0.00181570585565138	0.122560145256468	0.00113481615978212
