OTU_984	OTU_1217	OTU_1795	OTU_337	OTU_1	OTU_8
swe3.RS.2P.ITS1o.Y1	0.00191235576299754	0.000518604952677298	0.00414883962141838	0.000939971476727603	0.128646441073512	0.00175029171528588
swe4.RS.2S.ITS1o.Y1	0.00289247955316178	0.000997406742469579	0.00578495910632356	0.00209455415918612	0.0901156991821265	0.00109714741671654
swe3.RS.4P.ITS1o.Y1	0.00145886344359627	0.000746395250212044	0.00444444444444444	0.000983884648006785	0.108498727735369	0.00149279050042409
swe3.Root.2S.ITS1o.Y1	0.00192153722978383	0.00044035228182546	0.00620496397117694	0.00136108887109688	0.118654923939151	0.00192153722978383
swe3.Root.2P.ITS1o.Y1	0.00187751117119147	0.000450602681085952	0.00491907926852165	0.00123915737298637	0.160001502008937	0.00304156809733018
swe3.RP.4P.ITS1o.Y1	0.00129491744901263	0.000809323405632891	0.00161864681126578	0.000323729362253156	0.0819035286500486	0.00906442214308838
swe3.RP.4S.ITS1o.Y1	0	0.00221238938053097	0.00331858407079646	0	0.136061946902655	0.0176991150442478
swe4.RP.4P.ITS1o.Y1	0.00156412930135558	0.00121654501216545	0.00173792144595064	0	0.0954118873826903	0.00434480361487661
swe4.RP.N3.ITS1o.Y1	0.00190724754065449	0.000752860871310982	0.00446697450311183	0.00120457739409757	0.0934551294920699	0.00200762899016262
swe3.Soil.2S.ITS1o.Y1	0.00470132743362832	0.00165929203539823	0.0116150442477876	0.00235066371681416	0.249446902654867	0.00304203539823009
swe4.RS.3S.ITS1o.Y1	0.00258616636102882	0.00108148775097569	0.0101095594112945	0.00230403912164386	0.261437908496732	0.00366765411200451
swe3.RP.3S.ITS1o.Y1	0.00114898506319418	0	0.000382995021064726	0	0.0681731137495213	0.0329375718115665
swe3.Soil.2P.ITS1o.Y1	0.00191163976210705	0.000283205890682526	0.00587652223166242	0.00092041914471821	0.107830642877372	0.00162843387142453
swe4.Soil.2S.ITS1o.Y1	0.00167948856864232	0.000893921334922527	0.00520099685773107	0.0014086033156355	0.117780908007368	0.00189619677104778
swe4.Soil.4S.ITS1o.Y1	0.00240673886883273	0.00157363695269832	0.0049523280570212	0.00166620383226881	0.160233268536518	0.00273072294732945
swe3.Root.4P.ITS1o.Y1	0.0013997200559888	0.000799840031993601	0.00339932013597281	0.0021995600879824	0.173165366926615	0.0011997600479904
swe4.RP.1P.ITS1o.Y1	0.00270416441319632	0.000540832882639265	0.00270416441319632	0	0.0762574364521363	0.0194699837750135
swe4.RP.2S.ITS1o.Y1	0.000987166831194472	0.000987166831194472	0.000493583415597236	0	0.0700888450148075	0.0192497532082922
swe3.Soil.4P.ITS1o.Y1	0.00201864846678843	0.000961261174661155	0.00384504469864462	0.00115351340959339	0.0982408920503701	0.00144189176199173
swe3.Soil.N3.ITS1o.Y1	0.00134156157767642	0.000804936946605849	0.00415884089079689	0.00134156157767642	0.0744566675610411	0.00147571773544406
swe4.RP.3S.ITS1o.Y1	0.00121617512921861	0.000608087564609304	0.00425661295226513	0	0.09607783520827	0.0364852538765582
swe3.Soil.3P.ITS1o.Y1	0.00222010783380907	0.000105719420657575	0.00433449624696057	0.00148007188920605	0.0952531980124749	0.00222010783380907
swe3.Soil.3S.ITS1o.Y1	0.00237877401646844	0.00109789569990851	0.0040256175663312	0.00128087831655993	0.124611161939616	0.00182982616651418
swe4.RP.2P.ITS1o.Y1	0.000716845878136201	0	0.000716845878136201	0	0.121863799283154	0.0408602150537634
swe3.RP.1S.ITS1o.Y1	0	0	0.00120530333467256	0	0.0903977501004419	0.047408597830454
swe4.RP.N1.ITS1o.Y1	0.00132056784417299	0.000330141961043249	0.00462198745460548	0.00165070980521624	0.127764938923737	0.0135358204027732
swe4.RP.3P.ITS1o.Y1	0.000689179875947622	0	0.00206753962784287	0.000689179875947622	0.104755341144039	0.0323914541695383
swe4.RP.1S.ITS1o.Y1	0	0	0	0	0.129943502824859	0.0451977401129944
spa3.RS.2P.ITS1o.Y2	0	0	0	0	9.69048588096207e-05	5.81429152857724e-05
swe2.Root.1P.ITS1o.Y2	0	0	0.00029673590504451	0	0.00652818991097923	0
spa3.Soil.N1.ITS1o.Y2	0	0	0	0	0.000478684462465507	0
swe2.Soil.1P.ITS1o.Y2	0	0	0	0	0.00131159827618512	0
spa3.RS.N1.ITS1o.Y2	0	0	0	0	2.60750365050511e-05	2.23500312900438e-05
swe2.RS.2P.ITS1o.Y2	3.2136257732787e-05	0	0	0	0.000803406443319675	0
spa3.RS.4P.ITS1o.Y2	0	1.7318416404004e-05	0	0	0.000155865747636036	0
swe2.RP.2P.ITS1o.Y2	0.000389660994934407	0	0.000259773996622938	0	0.00987141187167165	0
spa3.RS.1P.ITS1o.Y2	0	0	0	0	0.000342638678496718	0
spa3.Soil.2P.ITS1o.Y2	0	0	0	0.000105574324324324	0	0
swe2.Soil.N1.ITS1o.Y2	0	0	0	0	0.000302730630285172	0
swe2.RS.1P.ITS1o.Y2	0	0	0	0	0	0
spa3.Soil.3P.ITS1o.Y2	0	0	0	0	0.00016514107766349	0
swe2.Soil.2P.ITS1o.Y2	0	0	2.80654486261963e-05	0	0.000336785383514355	0
spa3.RS.3P.ITS1o.Y2	0	7.49563379331539e-06	0	0	5.99650703465231e-05	0
swe2.RS.3P.ITS1o.Y2	0	0	4.3295666103823e-05	4.3295666103823e-05	0.000519547993245876	0
swe2.Root.2P.ITS1o.Y2	0.000135208220659816	0.00033802055164954	0.000405624661979448	6.76041103299081e-05	0.0128447809626825	0
swe2.Soil.3P.ITS1o.Y2	0	0	0	0	0.000799507995079951	0.0002460024600246
spa3.Soil.1P.ITS1o.Y2	0	0	0	0	0	0.00205636869481069
swe2.RP.3P.ITS1o.Y2	0	0	0	0	0.00477016478751084	0
swe2.Root.N1.ITS1o.Y2	0.000220312844238819	0	0.000220312844238819	0	0.0264375413086583	0
spa3.Soil.4P.ITS1o.Y2	0	0	0	0	0	0
swe2.Root.3P.ITS1o.Y2	0	0	0	0	0.00189753320683112	0
spa3.RP.4P.ITS1o.Y2	0	0	0	0	0	0
swe2.RS.N1.ITS1o.Y2	0	0	0	0	0.0214477211796247	0
swe2.RP.1P.ITS1o.Y2	0	0	0.00388475234703788	0	0	0
spa3.Root.3P.ITS1o.Y2	0	0	0	0	0.0066006600660066	0
spa3.RP.3P.ITS1o.Y2	0	0	0	0.0335195530726257	0.290502793296089	0
spa3.RP.N1.ITS1o.Y2	0	0	0.00657894736842105	0	0	0
spa3.Root.N1.ITS1o.Y2	0	0	0	0	0.0473372781065089	0.0118343195266272
spa3.RP.2P.ITS1o.Y2	0	0	0.00763358778625954	0	0.16793893129771	0
spa3.Root.4P.ITS1o.Y2	0.0129032258064516	0	0	0	0.0129032258064516	0
tub2.Soil.1P.ITS1o.Y2	0	0	0.0001288742831368	0	0.0001288742831368	0.0014176171145048
tub2.Soil.3P.ITS1o.Y2	0	0	0	0	0.00084985835694051	0
tou1.RS.4P.ITS1o.Y2	0	0	0	0	0	0.000183435751627992
tou1.RP.3P.ITS1o.Y2	0	0	0	0	0.000520682672837721	0
tou1.RP.1P.ITS1o.Y2	0	0	0	0	0.000139295166457724	0
tou1.RS.3P.ITS1o.Y2	0	0	0	0	0	0
tub2.Soil.N1.ITS1o.Y2	0	0	0	0	0.00085348506401138	0
tou1.Soil.2P.ITS1o.Y2	0	0	0	0	3.83039031677328e-05	0
tou1.RP.2P.ITS1o.Y2	0	0	0	0	0.000207684319833853	0
tou1.RS.N1.ITS1o.Y2	0	0	0	0	0.000106292517006803	0.000177154195011338
tub2.RS.3P.ITS1o.Y2	0	0	0	0	0.000388550705867116	0
tou1.RP.4P.ITS1o.Y2	0	0	0	0	0.000379817103456336	0
tub2.RS.4P.ITS1o.Y2	0	0	0	0	0.000583941605839416	0
tub2.RS.N1.ITS1o.Y2	0	0	0	0	0.000320958596341072	0.000106986198780357
tou1.RS.1P.ITS1o.Y2	0	0	0	0	7.09672840820382e-05	0
tub2.RP.2P.ITS1o.Y2	0	0	0	0	0.00231481481481481	0
tub2.RS.1P.ITS1o.Y2	0.000291290416545296	0.000291290416545296	0	0	0.00145645208272648	0
tou1.Soil.4P.ITS1o.Y2	0	0	0	0	1.27463226859051e-05	0
tou1.RS.2P.ITS1o.Y2	0	0	0	0	5.49058364904189e-05	0
tub2.Soil.4P.ITS1o.Y2	0	0	0	0	0	0
tub2.Soil.2P.ITS1o.Y2	0	0	0	0	0	0.000874125874125874
tub2.RP.4P.ITS1o.Y2	0	0	0	0	0.029126213592233	0
tou1.RP.N1.ITS1o.Y2	0	0	0.000605326876513317	0	0.00484261501210654	0
tou1.Soil.3P.ITS1o.Y2	0	0	0	0	3.32027359054386e-05	0
tou1.Soil.1P.ITS1o.Y2	0	0	0	0	3.5106196243637e-05	0
tub2.RS.2P.ITS1o.Y2	0	0	0	0	0.000311866521128957	0
tub2.RP.N1.ITS1o.Y2	0	0	0	0	0.0823045267489712	0
tub2.Root.3P.ITS1o.Y2	0	0	0.000763358778625954	0	0.00229007633587786	0
tou1.Soil.N1.ITS1o.Y2	0	0	0	0	0.000220409962530306	0
tub2.Root.2P.ITS1o.Y2	0	0	0.000927643784786642	0	0.00510204081632653	0
tub2.RP.3P.ITS1o.Y2	0	0	0.00212164073550212	0	0.0155586987270156	0
tub2.RP.1P.ITS1o.Y2	0	0	0	0	0.0168302945301543	0
tou1.Root.3P.ITS1o.Y2	0	0	0	0	0.0143540669856459	0
tou1.Root.N1.ITS1o.Y2	0	0	0.00602409638554217	0	0.171686746987952	0
tub2.Root.1P.ITS1o.Y2	0.00373134328358209	0	0	0.00373134328358209	0.0895522388059701	0
swe4.Root.N1.ITS1o.Y2	0	0	0	0	0.127893518518519	0
swe4.Root.3P.ITS1o.Y2	0	0	0	0	0.0489130434782609	0
swe4.Root.1P.ITS1o.Y2	0	0	0	0	0.130505709624796	0
tub3.Soil.3P.ITS1o.Y2	0	0	0	0	0.152380952380952	0
tub3.Soil.1P.ITS1o.Y2	0	0	0	0	0.140883977900552	0
tou2.Soil.2P.ITS1o.Y2	0	0	0	0	0.104	0
swe4.Root.2P.ITS1o.Y2	0	0	0	0	0.494791666666667	0
tou2.RS.4P.ITS1o.Y2	0	0	0	0	0.15	0
spa2.RS.4P.ITS1o.Y2	0	0	0	0	0.195697285393639	0
spa2.RS.2P.ITS1o.Y2	0	0	0	0	0.152865429973864	3.18735258494295e-05
spa2.Soil.N1.ITS1o.Y2	5.47060915232911e-05	8.20591372849367e-05	5.47060915232911e-05	0	0.264066303782926	0
spa2.Soil.4P.ITS1o.Y2	0	0	2.28206298493838e-05	0	0.236695572797809	0
swe3.Soil.4P.ITS1o.Y2	0	0	0.000252557141053163	0	0.62394241697184	0
spa2.Soil.1P.ITS1o.Y2	0	0	0	0	0.207158076298701	0.000101461038961039
spa2.Soil.2P.ITS1o.Y2	0	0	0	0	0.70287812233659	0
tub4.Soil.4P.ITS1o.Y2	3.00363439762112e-05	0	6.00726879524224e-05	0	0.14928062956177	0
swe3.Root.3P.ITS1o.Y2	0	0	0	0	0.117495663850501	0
swe3.Root.1P.ITS1o.Y2	0	0	0	0	0.106775197510175	0
swe3.RS.2P.ITS1o.Y2	0	0	1.91153419734679e-05	0	0.129774056657874	0
pulh.Soil.3P.ITS1o.Y2	4.12617853974541e-05	2.06308926987271e-05	4.12617853974541e-05	0	0.133977017185534	0
spa2.Soil.3P.ITS1o.Y2	0	0	3.05240987759836e-05	0	0.221971246298953	3.05240987759836e-05
pulh.RS.2P.ITS1o.Y2	4.31704368848213e-05	0.000129511310654464	0	0	0.157701605940252	0.000777067863926783
swe3.RS.3P.ITS1o.Y2	0	0	0	0	0.148912205821329	0
tub4.RS.2P.ITS1o.Y2	0	0	0	0	0.162269848592878	0
pulh.RP.N1.ITS1o.Y2	0	0	5.52028705492686e-05	0	0.107452387524151	8.28043058239028e-05
pulh.Soil.1P.ITS1o.Y2	0	6.10444708970485e-05	3.05222354485242e-05	0	0.154442511369533	0
tub4.RS.4P.ITS1o.Y2	0	4.11082792074324e-05	0	0	0.183301816985941	0
swe3.Root.4P.ITS1o.Y2	0	0	0	0	0.129009847157615	0
pulh.RS.3P.ITS1o.Y2	0	2.26249462657526e-05	0	4.52498925315052e-05	0.0800470598882328	6.78748387972579e-05
swe3.Soil.N1.ITS1o.Y2	0	0	4.3950248318903e-05	0	0.135454665318859	0
pulh.Root.3P.ITS1o.Y2	0	0	0	0	0.140441371975538	0
swe3.RS.1P.ITS1o.Y2	0	0	0	0	0.131832797427653	0
spa2.Root.3P.ITS1o.Y2	2.53916664550694e-05	0	0	0	0.134956707208694	0
tub4.RP.N1.ITS1o.Y2	0	0	0	0	0.126886020723505	0
swe3.Soil.2P.ITS1o.Y2	0	0	0	0	0.129083217307486	0
spa2.Root.4P.ITS1o.Y2	0	0	2.0633872565203e-05	0	0.130323539121822	0
tub4.Soil.2P.ITS1o.Y2	0	2.66844563042028e-05	0	0	0.150873915943963	0
pulh.Root.4P.ITS1o.Y2	0	0	0	0	0.131092681507348	0
pulh.RS.N1.ITS1o.Y2	3.7914691943128e-05	0	0	0	0.127924170616114	0
pulh.RS.1P.ITS1o.Y2	0	2.00928288693765e-05	0	0	0.0769957202274508	4.0185657738753e-05
pulh.Soil.2P.ITS1o.Y2	2.20201263955255e-05	4.4040252791051e-05	0.000154140884768679	0	0.137669830224825	0
pulh.RS.4P.ITS1o.Y2	0	0.000834028356964137	0	0.000151641519448025	0.336340890135719	0.000379103798620062
tub4.Soil.1P.ITS1o.Y2	3.2200933827081e-05	0	0	0	0.0946063435839639	0
spa2.RS.1P.ITS1o.Y2	0	0	0	0	0.202770391441469	0.0001607816461567
pulh.Soil.N1.ITS1o.Y2	0	2.86033008209147e-05	0	0	0.187866479791768	0.000143016504104574
spa2.RS.3P.ITS1o.Y2	0	0	0	0	0.368509967338664	0
swe3.Soil.3P.ITS1o.Y2	0	0	2.12255640693651e-05	0	0.125188376881116	0
swe3.RS.N1.ITS1o.Y2	0	3.05324865657059e-05	3.05324865657059e-05	0	0.12890815828041	0
pulh.Soil.4P.ITS1o.Y2	0	2.61643118785976e-05	5.23286237571952e-05	0	0.166588173731031	0
swe3.RS.4P.ITS1o.Y2	0	0	0	0	0.114620987321284	5.39519827353655e-05
swe3.Root.N1.ITS1o.Y2	0	0	0	0	0.145876007100915	0
tub4.RS.1P.ITS1o.Y2	2.71179086668836e-05	0	2.71179086668836e-05	0	0.100254908341469	0
swe3.Root.2P.ITS1o.Y2	0	0	0	0	0.150028729549097	0
spa2.RS.N1.ITS1o.Y2	0	6.96767001114827e-05	0	0	0.569188963210702	0
pulh.Root.N1.ITS1o.Y2	0	0.000147775971627013	0	0	0.538052312693956	0.000738879858135067
tub4.Root.N1.ITS1o.Y2	2.88375580355855e-05	0	2.88375580355855e-05	0	0.131960665570839	0
tub4.Soil.3P.ITS1o.Y2	0	0	0	0	0.192575132586918	0
pulh.Root.2P.ITS1o.Y2	0	0	0	0	0.118580375782881	0
spa2.Root.N1.ITS1o.Y2	0	0	0	0	0.0723404255319149	0
swe3.RP.2P.ITS1o.Y2	0	0	0	0	0.00446428571428571	0
tub4.Root.3P.ITS1o.Y2	0	0	0	0	0.00735294117647059	0
pulh.RP.1P.ITS1o.Y2	0.000791139240506329	0.000791139240506329	0.0055379746835443	0	0.00870253164556962	0
spa2.Root.2P.ITS1o.Y2	0	0	0	0	0.0336134453781513	0
spa2.RP.3P.ITS1o.Y2	0	0	0	0	0.161290322580645	0
pulh.RP.2P.ITS1o.Y2	0	0	0	0	0.00148148148148148	0
tub4.Root.4P.ITS1o.Y2	0	0	0	0	0.0240963855421687	0
swe3.RP.3P.ITS1o.Y2	0	0	0	0	0.00393700787401575	0
spa2.Root.1P.ITS1o.Y2	0	0	0	0	0.0831758034026465	0
tub4.RS.3P.ITS1o.Y2	0	0	0	0	0.14344262295082	0.0122950819672131
tub4.RP.2P.ITS1o.Y2	0	0	0	0	0.0146198830409357	0
swe3.Soil.1P.ITS1o.Y2	0	0	0	0	0.147540983606557	0
swe3.RP.1P.ITS1o.Y2	0	0	0	0	0.0234375	0
pulh.RP.4P.ITS1o.Y2	0.00480769230769231	0.00961538461538462	0.00240384615384615	0	0.00961538461538462	0
spa3.RS.2P.ITS1o.Y3	0	0	0	0	0.00133124963824738	0
swe2.RS.1P.ITS1o.Y3	0	0	0	0	0.00386100386100386	0
spa3.RP.1P.ITS1o.Y3	0	0	0	0	0.00463467829880044	0
spa3.RS.3P.ITS1o.Y3	0	0	0	0	0.0200610553859573	0.0148277365896206
spa1.RS.4P.ITS1o.Y3	0	0	0	0	0.000426015336552116	0.00497017892644135
swe4.RS.3P.ITS1o.Y3	0	0	0	0	0.0293685756240822	0
spa3.Soil.2P.ITS1o.Y3	0	0	0	0	8.49689863199932e-05	0
swe3.Soil.2P.ITS1o.Y3	0	0	0	0	0.0167865707434053	0
spa2.RS.4P.ITS1o.Y3	0	0.000124595066035385	0	0	0.471841515076003	0.00361325691502617
swe1.RS.1P.ITS1o.Y3	0	0	0	0	0	0
spa2.Soil.2P.ITS1o.Y3	0	0	0	0	0.727029438001784	0.0267618198037467
spa2.RS.3P.ITS1o.Y3	0	0	0	0	0.250922509225092	0.0725707257072571
swe2.Soil.2P.ITS1o.Y3	0	0	0	0	0.00055561729081009	0
swe3.RS.3P.ITS1o.Y3	0	0	0	0	0.0083955223880597	0
spa3.RP.2P.ITS1o.Y3	0	0	0	0	0.000267022696929239	0
spa3.Soil.1P.ITS1o.Y3	0	0	0	0	0.000174337517433752	0.00174337517433752
spa1.Soil.4P.ITS1o.Y3	0	0	0	0	0.000717617509867241	0
Ita.RP.1P.ITS1o.Y3	0	0	0	0	0.000508388408744281	0
spa3.RS.1P.ITS1o.Y3	0	0	0	0	0.00130344108446298	0.000260688216892596
swe2.Soil.3P.ITS1o.Y3	0	0	0	0	0.00384267631103074	0
swe4.Soil.2P.ITS1o.Y3	0	0	0	0	0.011352885525071	0
Ita.Soil.1P.ITS1o.Y3	0	0	0	0	0.000462748727441	0
swe2.Soil.1P.ITS1o.Y3	0	0	0	0	0.00309837335398916	0
spa2.RS.1P.ITS1o.Y3	0	0	0	0	0.347639484978541	0
swe1.RS.4P.ITS1o.Y3	0	0	0	0	0.00318471337579618	0
Ita.Soil.4P.ITS1o.Y3	0	0	0	0	0.00153846153846154	0
swe3.Soil.3P.ITS1o.Y3	0	0	0	0	0.01	0
Ita.Root.4P.ITS1o.Y3	0	0	0	0	0.00890207715133531	0
spa2.Soil.4P.ITS1o.Y3	0	0	0	0	0.880837359098229	0
swe4.Soil.3P.ITS1o.Y3	0	0	0	0	0.0165289256198347	0
spa2.Soil.3P.ITS1o.Y3	0	0	0	0	0.804295942720764	0.00159108989657916
Ita.RS.2P.ITS1o.Y3	0	0	0	0	0	0
swe3.Soil.1P.ITS1o.Y3	0	0	0	0	0.0172684458398744	0
Ita.Soil.2P.ITS1o.Y3	0	0	0	0	0	0
swe1.Soil.3P.ITS1o.Y3	0	0	0	0	0.626801152737752	0
swe4.Soil.1P.ITS1o.Y3	0	0	0	0	0.00576701268742791	0
spa2.RS.2P.ITS1o.Y3	0	0	0	0	0.182873730043541	0.223512336719884
Ita.RS.1P.ITS1o.Y3	0	0	0	0	0.0010989010989011	0
Ita.RS.3P.ITS1o.Y3	0	0	0	0	0.00495049504950495	0
swe1.Soil.4P.ITS1o.Y3	0	0	0	0	0.00348432055749129	0
spa2.Soil.1P.ITS1o.Y3	0	0	0	0	0.644117647058824	0
swe2.RS.2P.ITS1o.Y3	0	0	0	0	0.0117584179583111	0
swe1.Soil.2P.ITS1o.Y3	0	0	0	0	0.00928792569659443	0
swe3.RS.2P.ITS1o.Y3	0	0	0	0	0.0285493827160494	0
spa2.Root.1P.ITS1o.Y3	0	0	0	0	0.0377358490566038	0
swe1.RS.3P.ITS1o.Y3	0	0	0	0	0.0346820809248555	0
spa3.Root.3P.ITS1o.Y3	0	0	0	0	0.0736842105263158	0
swe1.Root.2P.ITS1o.Y3	0	0	0	0	0.0892857142857143	0
swe1.Root.4P.ITS1o.Y3	0	0	0	0	0.0421940928270042	0
swe4.RS.2P.ITS1o.Y3	0	0	0	0	0.0611510791366906	0
swe2.RS.3P.ITS1o.Y3	0	0	0	0	0.0305343511450382	0
swe3.RS.1P.ITS1o.Y3	0	0	0	0	0.0194003527336861	0
swe1.RS.2P.ITS1o.Y3	0	0	0	0	0.0495049504950495	0
Ita.Root.1P.ITS1o.Y3	0	0	0	0	0.020979020979021	0.00699300699300699
swe1.Soil.1P.ITS1o.Y3	0	0	0	0	0.00574712643678161	0
Ita.RP.4P.ITS1o.Y3	0	0	0	0	0.131736526946108	0
Ita.RS.4P.ITS1o.Y3	0	0	0	0	0	0
spa1.Root.4P.ITS1o.Y3	0	0	0	0	0.0182481751824818	0
spa1.Soil.1P.ITS1o.Y3	0	0	0	0	0	0.0072463768115942
Ita.RP.2P.ITS1o.Y3	0	0	0	0	0.0234375	0
swe4.RS.1P.ITS1o.Y3	0	0	0	0	0.0300429184549356	0
tub3.Soil.2P.ITS1o.Y3	0	0	0	0	0.000281879485678354	0.00466185303237278
swe2.Root.1P.ITS1o.Y3	0	0	0	0	8.77116042452416e-05	0
tou1.RP.3P.ITS1o.Y3	0	0	0	0	0	0
tub4.Soil.4P.ITS1o.Y3	0	0	0	0	0.00122050447518308	0.00447518307567128
tub4.RS.3P.ITS1o.Y3	0	0	0	0	0.000455235204855842	0.00212443095599393
tub2.RS.2P.ITS1o.Y3	0	0	0	0	0.000194931773879142	0.00545808966861598
tub3.RS.2P.ITS1o.Y3	0	0	0	0	8.43241420018551e-05	0.018045366388397
pulh.Soil.4P.ITS1o.Y3	0	0	0	0	0.000547920186292863	0.000502260170768458
tub2.Soil.3P.ITS1o.Y3	0	0	0	0	0.00161456039923675	0.0036694554528108
pulh.RS.2P.ITS1o.Y3	0	0.000132837407013815	0.000996280552603613	0	9.96280552603613e-05	0.000199256110520723
tub4.RS.2P.ITS1o.Y3	0	0	0	0	0	0.00138644283733653
tub3.RS.3P.ITS1o.Y3	0	0	0	0	0.000114933721553904	0.00704926825530611
tub2.RS.3P.ITS1o.Y3	0	0	0	0	0.000133297787256732	0.00306584910690483
pulh.RS.4P.ITS1o.Y3	0	0	0	0	0.000326169680716124	7.24821512702497e-05
tub3.Soil.1P.ITS1o.Y3	0	0	0	0	0.000609318996415771	0.00670250896057348
tub3.Soil.4P.ITS1o.Y3	0	0	0	0	8.91464229997771e-05	0.0224871852016938
tub3.RS.4P.ITS1o.Y3	0	0	0	0	4.55580865603645e-05	0.0026879271070615
tub3.RS.1P.ITS1o.Y3	0	0	0	0	0.000230276792704831	0.161516142403169
pulh.Soil.2P.ITS1o.Y3	0	0	0	0	0.000350262697022767	0.0256859311150029
tou1.RS.3P.ITS1o.Y3	0	0	0	0	7.60687661646128e-05	0.000228206298493838
tub4.Soil.3P.ITS1o.Y3	0	0	0	0	0	0.0117728531855956
tou1.RS.4P.ITS1o.Y3	0	0	0	0	0.00015016518169987	0.00205225748323155
tub4.RS.1P.ITS1o.Y3	0	0	0	0	0	0.00288053365676167
pulh.RS.1P.ITS1o.Y3	7.65169485040937e-05	0.000459101691024562	0.00214247455811462	0	7.65169485040937e-05	0.00191292371260234
tou1.Soil.1P.ITS1o.Y3	0	0	0	0	5.59910414333707e-05	0.000391937290033595
tub2.RS.1P.ITS1o.Y3	0	0	0	0	0.000283822138126774	0.00141911069063387
pulh.Soil.1P.ITS1o.Y3	0	0.000157170923379175	0.000785854616895874	0	0	0.00141453831041257
tub3.Soil.3P.ITS1o.Y3	0	0	0	0	0.000960153624579933	0.029551394889849
tub2.Soil.2P.ITS1o.Y3	0	0	0	0	0.000447894893998208	0.00261272021498955
pulh.Root.3P.ITS1o.Y3	0	0	0	0	0.0727496917385943	0.00945334977394164
pulh.RS.3P.ITS1o.Y3	0.000301454518049589	0.00082899992463637	0.00452181777074384	7.53636295123973e-05	0	0.000753636295123973
tou1.RS.1P.ITS1o.Y3	0	0	0	0	0.000163358653924692	0.00122518990443519
tou1.Soil.2P.ITS1o.Y3	0	0	0	0	6.74399784192069e-05	0.001955759374157
tou1.Soil.3P.ITS1o.Y3	0	0	0	0	0	0.00280504908835905
tub2.RS.4P.ITS1o.Y3	0	0	0	0	0.000861326442721792	0.00186620729256388
tub2.Root.2P.ITS1o.Y3	0	0	0	0	0	0.0569105691056911
tou1.Soil.4P.ITS1o.Y3	0	0	0	0	0.000708089927420782	0.0238980350504514
tub2.Soil.4P.ITS1o.Y3	0	0	0	0	0.000622509960159363	0.00149402390438247
tub4.Soil.1P.ITS1o.Y3	0	0	0	0	0.000833333333333333	0.0225
pulh.RP.3P.ITS1o.Y3	0.00130718954248366	0.0163398692810458	0.061437908496732	0	0	0.00326797385620915
pulh.RP.1P.ITS1o.Y3	0.000427807486631016	0.000855614973262032	0.0166844919786096	0	0	0
tou1.Root.1P.ITS1o.Y3	0	0	0	0	0.00647249190938511	0.0226537216828479
swe3.Root.1P.ITS1o.Y3	0	0	0	0	0.0574412532637076	0
tou1.RS.2P.ITS1o.Y3	0	0	0	0	0	0.00114755666061012
pulh.Soil.3P.ITS1o.Y3	0	0	0	0	0.00205068111908598	0.00322249890142083
tub2.RP.4P.ITS1o.Y3	0	0	0	0	0	0.143712574850299
pulh.RP.4P.ITS1o.Y3	0	0	0	0	0	0
tub2.Root.3P.ITS1o.Y3	0	0	0	0	0.00194363459669582	0.0204081632653061
tub3.RP.2P.ITS1o.Y3	0	0	0	0	0	0.00982658959537572
pulh.RP.2P.ITS1o.Y3	0.0010334849111203	0.00372054568003307	0.0239768499379909	0	0	0
tub4.RS.4P.ITS1o.Y3	0	0	0	0	0.000318572793883402	0.000955718381650207
tub3.Root.2P.ITS1o.Y3	0	0	0	0	0.018970189701897	0.043360433604336
swe4.RP.2P.ITS1o.Y3	0	0	0	0	0.197183098591549	0
swe3.Root.3P.ITS1o.Y3	0	0	0	0	0.0533333333333333	0.00121212121212121
swe3.Root.2P.ITS1o.Y3	0	0	0	0	0.0656934306569343	0
tub2.Soil.1P.ITS1o.Y3	0	0	0	0	0.000669344042838019	0.00803212851405622
swe4.Root.1P.ITS1o.Y3	0	0	0	0	0.12008072653885	0
tub4.Soil.2P.ITS1o.Y3	0	0	0	0	0.0153846153846154	0.0333333333333333
tub3.Root.1P.ITS1o.Y3	0	0	0	0	0.00395256916996047	0.0464426877470356
tub3.RP.3P.ITS1o.Y3	0	0	0	0	0	0.025
swe4.Root.2P.ITS1o.Y3	0	0	0	0	0	0
tou1.Root.4P.ITS1o.Y3	0	0	0	0	0.0060790273556231	0.0364741641337386
pulh.Root.2P.ITS1o.Y3	0	0	0	0	0	0.0909090909090909
tou1.RP.4P.ITS1o.Y3	0	0	0	0	0.000635727908455181	0.00127145581691036
tub4.Root.2P.ITS1o.Y3	0	0	0	0	0.0078125	0.046875
tub2.Root.1P.ITS1o.Y3	0	0	0	0	0	0.0352112676056338
swe2.Root.3P.ITS1o.Y3	0	0	0	0	0.008	0
tub4.Root.3P.ITS1o.Y3	0	0	0	0	0.0769230769230769	0.0307692307692308
swe2.Root.2P.ITS1o.Y3	0	0	0	0	0.0288065843621399	0
tou1.RP.2P.ITS1o.Y3	0	0	0	0	0	0.0245901639344262
tub4.Root.1P.ITS1o.Y3	0	0	0	0	0.0464135021097046	0.0759493670886076
swe4.Root.3P.ITS1o.Y3	0	0	0	0	0.0995475113122172	0
pulh.Root.1P.ITS1o.Y3	0	0	0	0	0.0795180722891566	0.0240963855421687
tub4.Root.4P.ITS1o.Y3	0	0	0	0	0.00558659217877095	0.0446927374301676
swe4.RP.3P.ITS1o.Y3	0	0	0	0	0	0
